,en,yb,yb_b,word_type,word_type_label
5273,rod sissongo,aka’a,,0,noun
5276,roll,likeŋti," lekʉŋte - ŋ́kʉŋtē, kʉŋtɛ̄ (ŋ́keŋtī, imp?)",1,verb
5282,roll up,likɛti," lekɛtte - ŋ́kɛ́tté, kɛ́ttɛ́ (ŋ́kɛ́tí, kɛ́tá)",1,verb
5284,roofing,athūɔ̄ŋ́gyā,,0,noun
5285,room,ligok,lúum,0,noun
5287,root,ŋgaŋ,,0,noun
5288,rope,ŋkhu,,0,noun
5289,rot,ligu," lewʉ - ŋ́gʉ, wʉʉ̄ (ŋ́gu, guū)",1,verb
5293,roughcast,lechʉ," lichʉ - ńchʉ, chʉɛ̄ (ńchʉ, chʉē)",1,verb
5294,roughing,lezaŋ," lizaŋ - ńzaŋ, zaŋā",1,verb
5295,round,adv. nzemli zémlí,nzemne zemné,2,adjective
5299,roundabout (Square),letshiɛ́,,0,noun
5300,rounded stone to crush,ŋgɔ’ɔ,aŋgɔ’ɔ,0,noun
5302,route (route),mbembɔ́,,0,noun
5303,royalty,lifo,lefɔ,0,noun
5305,rub,ligeŋti," legʉŋte - ŋ́gʉ̄ŋté, gʉ̄ŋtɛ́ (ŋ́g éŋ t í, g éŋ tá) ",1,verb
5308,rub by washing,lezwi’te," lizwi’ti - ńzwí’té, zwí’tɛ́ (ńzwí’tí, zwí’tá)",1,verb
5309,rubber,alēba / alɔ̄ba,,0,noun
5310,rubbish,mbókté,mbóktí,0,noun
5312,rudolf christian karl diesel (gasoil),mblɛzíiŋ,,0,noun
5313,Rudolf Diesel (diesel),mblɛzíiŋ,,0,noun
5314,run,leku," liku - ŋ́ku, kuʉ̄",1,verb
5315,run (open),lige’ɛ," lezɛ’ɛ - úzɛ́’ɛ́, zɛ́’ɛ́ (ŋ́gé’ɛ́, gé’ɛ́)",1,verb
5320,run repeatedly,lema’te," lima’ti - ḿma’tē, ma’tɛ̄ ( ḿma ’t ī, ma ’tá) ",1,verb
5321,run through here and there,lekuune," likuuli - ŋ́kuunē, kʉʉnɛ̄ (ŋ́kʉʉlī, kʉʉlā)",1,verb
5322,rush,levɛne - ḿvɛnē,vɛnɛ̄,1,verb
5323,rush on the subject of lust,lesa’ne," lisa’li - ésa’nē, sa’nɛ̄ (ńsa’lī, sa’lā)",1,verb
5324,rust,avlaka,avlɛká,0,noun
5326,saccharum (sugar cane),ŋku’,,0,noun
5327,sacred disease (epilepsy),awā’,,0,noun
5328,sacred stone at the foot of the baobab,mɔ ata’,,0,noun
5329,sacrificial ceremony,afe’,afɛ’,0,noun
5331,safou,akwip,ekyɔp,0,noun
5333,sagittarius serpentarius (Secretary),akelák," ŋkelák, kulák",0,noun
5335,sainte-marie (scabies),mezok,,0,noun
5338,salary,ntsɔ’ɔ́,ntsɔ’ɔ́fa’,0,noun
5340,salient (end),lezokó,lizwegé,0,noun
5344,salient (sour),acɔkɔ́,akée,2,adjective
5346,saliva,mekī,metī,0,noun
5348,salt,ŋgwāŋ,,0,noun
5349,salt (ground),esī,,0,noun
5353,salt (salt),ŋgwāŋ,,0,noun
5354,salt i (ground),esī,,0,noun
5356,salute,letsa’te," litsa ’ti - ńtsa’tē, tsa’tɛ̄ (ńtsa’tī, tsa’tā)",1,verb
5359,sand,asaŋa sáŋá,asaŋa sáŋá / meŋyí,0,noun
5361,sap,ŋka,,0,noun
5362,sauce,nnā’,,0,noun
5363,save,ligǝ ’ti," legʉɔ’te - ŋ́gʉɔ’tē, gʉɔ’tɛ̄ (ŋ́gǝ ’t ī, gǝ’tā)",1,verb
5365,save (sauce),letswiite - ńtswiitē,tswiitɛ̄,1,verb
5366,save his life,letswɛ̄t," lizɔ̄’ - ńtswɛ́t, tswɛ́ttɛ́ (ńzɔ̄’, zɔ̄’á)",1,verb
5368,say,lelē," lilue - údé, lúɛ́ (ńdúé, lúé)",1,verb
5372,say goodbye,lela’ne," lila’li - úda’nē, la’nɛ̄ (ńda’lī, la’lā)",1,verb
5373,saying (proverb),asoŋli lipu’ / likit,ashuŋnɛ-lēpú’,0,noun
5375,scabies,mezok,,0,noun
5378,scaffolding,akaŋga,akɛŋga,0,noun
5380,scale,legá’,ligá’,0,noun
5382,scamper,lekʉʉte," likʉʉti - ŋ́kʉʉtē, kʉʉtɛ̄ (ŋ́kʉʉtī, kʉʉtā)",1,verb
5383,scandalized by sthg,leyɛ̄t," liyɛ̄t - ŋ́gyɛ́t, yɛ́tɛ́ (ŋ́gyɛ́t, yélá)",1,verb
5384,scar,alákfēŋ,,0,noun
5385,scare,lefaŋne," lifaŋli - éfaŋnē, faŋnɛ̄ (ńfaŋlī, faŋlā)",1,verb
5386,scarf,ayáŋglísi,,0,noun
5387,scatter,leŋwaŋ," liŋwaŋ - ŋ́ŋwaŋ, waŋā (ŋ́ŋwaŋ, ŋwaŋā)",1,verb
5388,scene (all),lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
5389,school,asikúu,askú,0,noun
5391,scold,lecɔ̄k," litsek - ńcɔ́k, cɔ́kɔ́ (ntsek, tségǝ́)",1,verb
5393,scope,levem,livem,0,noun
5394,scourers,akuncá,akusá,0,noun
5396,scramble,livɛli," levɛnne - ḿvɛ́nné, vɛ́nnɛ́ (ḿvɛ́lí, vɛ́lá)",1,verb
5400,scrape,lekɔŋte - ŋ́kɔ́ŋté,kɔ́ŋtɛ́,1,verb
5402,scratch,likooti," lekɔɔte - ŋ́kɔ́ɔ́té, kɔ́ɔ́tɛ́ (ŋ́kóótí, kóótá)",1,verb
5404,scribble,letiite - útííté,tíítɛ́,1,verb
5405,sculpt,likō," lekɔ̄ - ŋ́kɔ́, kɔ́ɔ́ (ŋ́kó, kóó)",1,verb
5407,scum,efufu’,mefufu’,0,noun
5409,sea,amaane,amaali,0,noun
5412,Sea (travel),leziŋ,,0,noun
5413,sea ??bass (ground),esī,,0,noun
5415,sea ??bass (salt),ŋgwāŋ,,0,noun
5416,seal (a door),lefe," lifʉe - éfe, fuɛ̄ (ńfʉe, fʉē)",1,verb
5418,sealing it,lifāt," lefɛ̄t - éfɛ́t, fɛ́tɛ́ (ńfat, falá)",1,verb
5420,Seaman (box),akʉep,akʉp,0,noun
5422,Seaman (donkey),njakási,nzika,0,noun
5424,search,lefa’," lifa’ - éfa’, fa’ā (ńfa’, fa’ā)",1,verb
5436,season,lethu," lithu - ńthu, thuɔ̄ (ńthu, thuō)",1,verb
5438,seasoning of the sauce and yellow mpf?,ndindhí,ŋgwiŋgwhí,0,noun
5440,seat,lenāŋ," lināŋ - ńnáŋ, náŋá",1,verb
5442,second assistant to a chief,asa’a,,0,noun
5443,secret,ntsem,,0,noun
5444,secretary,akelák," ŋkelák, kulák",0,noun
5446,secure (put),linēk," lenēŋ - ńnéŋ, néŋɛ́ (ńnék, négé)",1,verb
5450,secure (tighten),lesem," lisem - ésem, semɛ̄ (ńsem, semā)",1,verb
5451,see,lejɔ̄ / lejuɔ̄," lijʉe - újɔ́, jɔ́ɔ́ (ńjúé, júéé)",1,verb
5453,see (hitting),letswā," litswā - ńtswá, tswáá",1,verb
5455,see (recognize),liliŋ," leyiŋ - ŋ́giŋ, yiŋɛ̄ ( ńdiŋ , liŋā)",1,verb
5457,seed,mvem,,0,noun
5460,seed (grain),mbaŋ,,0,noun
5461,seed raffia,acakup / akup,atsyakūm,0,noun
5463,seed yam,ndo,nduo,0,noun
5465,Seeing,ŋgaŋgá,ŋkwapŋgá,0,noun
5467,seek assistance,lego," ligūō - ŋ́gó, wʉ́ɔ́ (ŋ́gúó, gúóó)",1,verb
5469,seize,ligo," legɔ - ŋ́gɔ, gɔɔ̄ (ŋgo, goō)",1,verb
5472,seizures (epilepsy),awā’,,0,noun
5473,sell,lifiŋ," leswiŋ - éswiŋ, swiŋɛ̄ (ńfiŋ, fiŋā)",1,verb
5475,send,liluagli," leyakne - ŋ́gyaknē, yaknɛ̄ (ńduaglī, luaglā)",1,verb
5483,send (hit),letswā," litswā - ńtswá, tswáá",1,verb
5485,sentence (proverb),asoŋli lipu’ / likit,ashuŋnɛ-lēpú’,0,noun
5487,separate,lifagli," lefakne - éfaknē, faknɛ̄ (ńfaglī, faglā)",1,verb
5491,separate (leave),legapte," ligapti - ŋ́gaptē, gaptɛ̄ (ŋ́gaptī, gaptā)",1,verb
5493,separate with a snap,lefak," lifak - éfak, fakā (ńfak, fagā)",1,verb
5494,seriously injured,lilǝ̄," lelʉ̄ɔ̄ - údúɔ́, lúɔ́ (ńdǝ́, lǝ́ǝ́)",1,verb
5496,Serpent (Secretary),akelák," ŋkelák, kulák",0,noun
5498,servant of the chief,cɔ’,tsǝ’,0,noun
5500,serve as a host,leghi," lilhi - ŋ́ghi, ghiɛ̄ (ńdhi, lhiā)",1,verb
5502,service (all),lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
5503,Set (set),lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
5504,set (state),leghiite," lighiti - ŋ́ghííté, ghíítɛ́ (ŋ́ghítí, ghítá)",1,verb
5506,set (tighten),lesem," lisem - ésem, semɛ̄ (ńsem, semā)",1,verb
5507,set a date,lela’ne," lila’li - úda’nē, la’nɛ̄ (ńda’lī, la’lā)",1,verb
5508,set aside,lepa’ne," lipa’li - ḿba’nē, pa’nɛ̄ (ḿba’lī, pa’lā)",1,verb
5509,set somebody on a lot,levho,livhɔ,0,noun
5511,seven,saambīā,esambīā,2,adjective
5513,several times to burn,letɔɔte - útɔɔtē,tɔɔtɛ̄,1,verb
5514,severity,ncɔ̄k,,0,noun
5515,sew,letem," litēm - útém, témɛ́ (ńtém, témá)",1,verb
5518,sex,atseŋ,,0,noun
5519,shadow,zézeéŋ,zízeéŋ,0,noun
5521,shaft section,leleŋ,lileŋ,0,noun
5522,shake,lecʉ’ne," licʉ’li - [0/6] ńcʉ’né, cʉ’nɛ̄ (ńcʉ’lī, cʉ’lā)",1,verb
5529,shake gently,lime’ti," lemɛ’te - ḿmɛ’tē, mɛ’tɛ̄ (ḿme’tī, me’tā)",1,verb
5531,Shake jar to rinse,lecu’te," licu’ti - ńcu’tē, cu’tɛ̄ (ńcu’tī, cu’tā)",1,verb
5532,shake off the powder,lepʉp," lipwɔp - ḿbʉp, pʉpɛ̄ (ḿbwɔp, pwɔbā)",1,verb
5534,shame,esē,esǝ̄,0,noun
5536,share,legap," ligap - ŋ́gap, gapā (ŋ́gap, gabā)",1,verb
5537,sharing,agap,,0,noun
5538,sharp,swíswí,,2,adjective
5539,Sharp (end),lezokó,lizwegé,0,noun
5543,sharp (pointed),swíswí,,2,adjective
5546,sharp (sour),acɔkɔ́,akée,2,adjective
5550,sheath,mbā,mba-nnɛ́,0,noun
5552,sheath (salary),ntsɔ’ɔ́,ntsɔ’ɔ́fa’,0,noun
5554,sheep,njʉnjhʉ,,0,noun
5555,sheep pens,ŋgē,ŋgʉ̄,0,noun
5557,sheet,afho,afhu,0,noun
5559,sheet (on file),leswikne - éswíkné,swíknɛ́,1,verb
5561,sheet metal,ŋgua / ziŋ,zíiŋ,0,noun
5563,shell,akeŋáŋ,akuŋáŋ,0,noun
5569,shell (fault),mefa,,0,noun
5570,shelter (shed),ntap,,0,noun
5571,shepherd,mbip-memvhō,mbyop-mvhɔ̄,0,noun
5573,Sherry (glass),ndɔ̄ŋ,,0,noun
5575,shield,kʉ́ ’ɛ́ncu,,0,noun
5576,shift,liswagli," leswakne - éswaknē, swaknɛ̄ (ńswaglī, swaglā)",1,verb
5578,shine,leleŋ ne," lileŋli - údeŋnē, leŋnɛ̄ (ńdeŋlī, leŋlā)",1,verb
5587,shine (sun),lekyā," litīā a - ŋ́kyá, kyáá (ńtíá, tíáá)",1,verb
5589,shit,lenhʉ," linhʉ - ńnhʉ, nhʉɛ̄ (ńnhʉ, nhʉē)",1,verb
5590,shiver,levɛt," livɛt - ḿvɛt, vɛtɛ̄ (ḿvɛt, vɛlā)",1,verb
5591,shoal,ndu,,0,noun
5592,shock injury,lekyakne - ŋ́kyákné,kyáknɛ́,1,verb
5593,shoe,aláŋ,,0,noun
5594,short,títú’,tútú’,0,noun
5596,shoulder,likwe,lekwɛ̄,0,noun
5598,shoulder strap,lilyop," leyip - ŋ́gip, yipɛ̄ (ńdyop, lyobā)",1,verb
5600,shout,letɔ̄ŋ," litɔ̄ŋ - ńtɔ́ŋ, tɔ́ŋɔ́",1,verb
5601,shout (poultry),lekuā," likwā - ŋ́kúá, kúá (ŋ́kwá, kwáá)",1,verb
5603,shouting to alert,leleŋ ŋguŋ," lileŋ ŋguŋ - údéŋ ŋguŋ, léŋ ŋguŋ (ńdéŋ ŋguŋ, léŋé ŋguŋ)",1,verb
5605,show,lena," lina - ńna, naā",1,verb
5607,show (be),legɔ̄ / lewɔ̄," lipɔ̄ - ŋ́gɔ́, gɔ́ɔ́ (ḿbɔ̄, pɔ̄ɔ̄)",1,verb
5609,show (indicate),leghiite," lighiti - ŋ́ghííté, ghíítɛ́ (ŋ́ghítí, ghítá)",1,verb
5615,show (show),leghiite," lighiti - ŋ́ghííté, ghíítɛ́ (ŋ́ghítí, ghítá)",1,verb
5622,show signs of discomfort (twins),lecɔkte," litsekti - ńcɔ́kté, cɔ́ktɛ́ (ńtséktí, tséktá)",1,verb
5624,shrew (cat),meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
5628,shrimp,mɛnzyaŋgaŋ,,0,noun
5629,shrink,leŋu’te," liŋu’ti - ŋ́ŋú’té, ŋú’tɛ́ (ŋ́ŋú’tí, ŋú’tá)",1,verb
5630,shut up,lelaŋte," lilaŋti - údáŋté, láŋtɛ́ (ńdáŋtí, láŋtá)",1,verb
5631,side,ligēŋ,legʉ̄ŋ,0,noun
5637,side (side),likyeélmbe,lekyɛ́ḿbɛ,0,noun
5639,sieve,caklɛ / asakɛ,aseklɛ,0,noun
5641,sift,lecʉ’," licʉ ’ - ńcʉ’, cʉ’ɛ̄ (ńcʉ’, cʉ’ē)",1,verb
5642,Sightings (end),lezokó,lizwegé,0,noun
5646,sign,aligli,ayiŋne,0,noun
5650,sile (river),ndu,,0,noun
5651,silent h (age),ŋgu’,,0,noun
5652,silent h (old),nzweŋ,nzwiŋ,0,noun
5654,silhouette,zézeéŋ,zízeéŋ,0,noun
5656,similar to olives (Pseudospondias microcarpa),ŋgem,,0,noun
5657,simpleton,apepō,apúpúó,0,noun
5659,simplification,ŋgwāk,,0,noun
5660,sing,lezɔp," lizɔp - ńzɔp, zɔpɔ̄ (ńzɔb, zɔbā)",1,verb
5661,sing (flute),ndendɔŋ,ndindɔŋ,0,noun
5663,sing (rooster),letɔ̄ŋ," litɔ̄ŋ - ńtɔ́ŋ, tɔ́ŋɔ́",1,verb
5664,single,ntswi / ŋkwi,,0,noun
5665,Siphonaptera (chip),ŋgoo,,0,noun
5666,sisal,lelaŋ,lilaŋ,0,noun
5667,sissongo,asisoŋ,ashushuŋ,0,noun
5669,sister (brother),méŋ mīā,miŋmia,0,noun
5671,sitting in several places,lenaŋte," linaŋti - ńnáŋté, náŋtɛ́ (ńnáŋtí, náŋtá)",1,verb
5672,six,ntokó,,2,adjective
5673,size,nthí,ntshí,0,noun
5675,size (scope),levem,livem,0,noun
5677,skeletal,aŋaŋá,aŋaŋŋ,2,adjective
5679,skeleton,akeŋáŋ,akuŋáŋ,0,noun
5681,sketch,lefʉ’te," lifʉ’ti - éfʉ’tē, fʉ’tɛ̄ ( ńfʉ’tī, fʉ’lā) ",1,verb
5682,skillful,nzhɛ,nzhɛɛ,0,noun
5684,skim,lefu’," lifu’ - éfu’, fu’ɔ̄ (ńfu’, fu’ɔ̄)",1,verb
5685,skin,ŋgup,,0,noun
5687,sky,lephū,liphū,0,noun
5688,slaapkamer (room),ligok,lúum,0,noun
5690,slave,ŋkwa,,0,noun
5691,sleep,lelī," lilī - údí, líí",1,verb
5695,slice,leleŋ,lileŋ,0,noun
5698,"slice (cola, squash)",esā,,0,noun
5699,sliding,asiilíi,asiinɛ́,2,adjective
5702,slim,leŋaŋa," liŋaŋa - ŋ́ŋaŋā, ŋaŋā",1,verb
5703,slip,liswɛli," leswhiine - éswhiinē, swhiinɛ̄ (ńswɛlī, swɛlā)",1,verb
5705,slot,esā,,0,noun
5706,slug,mata’,mɛta’,0,noun
5708,small,méŋɛgá’,míŋagá’,2,adjective
5711,small spine,esyɛte,esyɛti,0,noun
5712,small tuber like cassava,ŋgwhu,,0,noun
5713,small-son,méŋmēŋ,míŋ -míŋ,0,noun
5715,smile,lezwiite," lizwiiti - ńzwiitē, zwiitɛ̄ (ńzwiitī, zwiitā)",1,verb
5716,smith,tala,tɛla,0,noun
5718,smoke,ndhī,ŋghī,0,noun
5721,smoked,mbūŋga,,0,noun
5722,smooth,alʉnɛ́,alʉʉli,2,adjective
5724,snail,mata’,mɛta’,0,noun
5726,snake,lepɔ́ŋ,lipɔ́ŋ,0,noun
5728,snatch,letsɔ̄’," litsɔ̄’ - ńtsɔ́’, tsɔ́’ɔ́",1,verb
5729,snatch by force,leku," likū - ŋ́kú, kúú",1,verb
5730,sneeze,lecɔkne," litswagli - ńcɔ́kné, cɔ́knɛ́ (ńtsẃaglí, tsẃaglá)",1,verb
5732,snitch,lisoŋti," leshuŋte - éshúŋté, shńŋtɛ́ (ńsoŋtī, soŋtā)",1,verb
5734,snore,leku," liku - ŋ́ku, kuʉ̄",1,verb
5736,snub,limabli," lemapne - ḿmápné, mápnɛ́ (ḿmáblí, máblá)",1,verb
5739,so peanut,njhu,,0,noun
5740,so that,tɛ,,5,adverb
5741,soap,asok,,0,noun
5742,sob,lenʉ̄’," linʉ̄’ - ńnʉ̄, nʉ̄’ɛ́ (ńnʉ’, nʉ́’é)",1,verb
5745,sock,asitɔ́ɔk,astok,0,noun
5747,soft,apwɛli,apwɛnɛ́,2,adjective
5751,soften,lipwɛlli," lepwɛnne - ḿbwɛ́nné, pwɛ́nnɛ́ (ḿbwɛ́llí, pwɛ́llá)",1,verb
5758,soil,lilooti," lelɔɔte - ńdɔɔtē, lɔɔtɛ̄ (ńdootī, lootā)",1,verb
5761,soil (salt),ŋgwāŋ,,0,noun
5762,soldier,aketú’,akutú ’,0,noun
5765,sole of the foot,alá khu,,0,noun
5766,solid,atetɛ́,atʉetíi,2,adjective
5768,solidify,leteete," litʉeti - úteete, teetɛ̄ (ńtʉetī, tʉetā)",1,verb
5770,solution,eshhʉ̄,,0,noun
5771,solve (social problem),letɔŋ," litɔŋ - ńtɔŋ, tɔŋɔ̄ (ńtɔŋ, tɔnɔ̄)",1,verb
5772,some,pron. mmɔ’,,2,adjective
5773,son (father),mɔ’ɔ́,,0,noun
5774,son of,méŋ,míŋ,0,noun
5776,song,azɔp,,0,noun
5777,soon,tsetsɔŋɔ,tsitsɔgɔ,5,adverb
5779,soot,ŋŋwágli,ŋŋwakné,0,noun
5781,sort,ŋkii,,0,noun
5784,sort of basket,kanza / aka,kɛ́nza,0,noun
5786,sort of basket manufactured with the interior of the bamboo,akekak,akukak,0,noun
5788,sort of mat,akwelékwele,kwɛlɛ́ kwɛlɛ,0,noun
5790,sort of squirrel,sese,sisǝ,0,noun
5792,soul,mbɔ̄,,0,noun
5795,soup,nnā’,,0,noun
5796,sour,acɔkɔ́,akée,2,adjective
5798,sour (end),lezokó,lizwegé,0,noun
5802,sour (sharp),swíswí,,2,adjective
5803,south,ntsēŋ,,0,noun
5804,sow,lenɔ’," linɔ ’ - ńnɔ’, nɔ̄’ɔ́ (ńnɔ’, nɔ’ɔ̄)",1,verb
5806,sow the yams,lepi’te," lipi’ti - ḿbí’té, pí’tɛ́ (ḿbí’tí, pí’tá)",1,verb
5807,Soybean (chonozia),mekō ńdēkɛ́,mekūō ńdēgǝ́,0,noun
5809,space (place),acʉ’,ajʉ’,0,noun
5811,space out,lema’te," lima’ti - ḿma’tē, ma’tɛ̄ ( ḿma ’t ī, ma ’tá) ",1,verb
5813,spade shovel,ashūŋ́kua,,0,noun
5814,spark,esa’mmók,esesa’,0,noun
5816,sparrow,matsa’cukwɛt,mɛtsa’ cúkwɛt,0,noun
5818,sparrowhawk,gó,wúŋ,0,noun
5820,sparse (thin),aŋaŋá,aŋaŋŋ,2,adjective
5822,speak ill,letɔŋne," litɔŋli - ńtɔ́ŋné, tɔ́ŋnɛ́ (ńtɔ́ŋlí, tɔ́ŋlá)",1,verb
5823,special knife to cut the raffia,mbi,mbi-ŋkíá,0,noun
5825,special necklace for mother of twins,akyɛt,,0,noun
5826,special paste for some traditional rites,melaŋ,,0,noun
5827,species,nzwɛt,nzwiet,0,noun
5829,species of bird that heralds the dawn,atituu,atútuú,0,noun
5831,species of fish,tsétso,,0,noun
5832,specify (be),legɔ̄ / lewɔ̄," lipɔ̄ - ŋ́gɔ́, gɔ́ɔ́ (ḿbɔ̄, pɔ̄ɔ̄)",1,verb
5834,speech,anhu,anʉ,0,noun
5838,speed (forward),agakne,,0,noun
5839,spend the day,lezok," lizwēk - ńzók, zókó (ńzwék, zwégé)",1,verb
5841,spend time,lelʉɔkne - ńdʉ̄ɔ́kné,lʉ̄ɔ́knɛ́,1,verb
5842,sphere (ball),akwɛte,,0,noun
5844,spice,lethu," lithu - ńthu, thuɔ̄ (ńthu, thuō)",1,verb
5845,spider,mantá’,mɛta’ gáŋá gaŋá,0,noun
5847,spine,nzɔ̄ŋ,,0,noun
5848,spirit,azwagli / ajwagli,azwakne,0,noun
5850,spit,letsok," litswek - ńtsok, tsokō (ńtswek, tswegē)",1,verb
5852,splash,letsyāk - ńtsyák,tsyáká,1,verb
5853,splendor (power),mbu’,,0,noun
5854,split,lecū’," licu’ - ńcú’, cú’ɔ́ (ńcú’, cú’ó)",1,verb
5857,split bamboo with one side flat,asēm,,0,noun
5858,spoil,letseŋte," litseŋti - ńtseŋtē, tseŋtɛ̄ (ńtseŋtī, tseŋtā)",1,verb
5860,spoil away from fermentationn,lepāk," lipāk - ḿbák, páká (ḿbák, págá)",1,verb
5861,spoiled (spoiled),lekokte," likokti - ŋ́kókté, kóktɛ́ (ŋ́kóktí, kóktá)",1,verb
5863,spoken language,asoŋli,ashuŋne,0,noun
5865,sponge,pwɛt,,0,noun
5866,spoon,lelū’,lilū’,0,noun
5867,spot,letshiɛ́,,0,noun
5868,spotted,epáp pāp,,2,adjective
5869,spouse (husband),ndō,ndūŋ,0,noun
5873,spouse (wife),ŋgwi,nzwí,0,noun
5877,spray,lefā," lifā - éfá, fáá (ńfá, fáá)",1,verb
5883,spread,lepa’," lipa’ - ḿba’, pa’ā",1,verb
5885,spread (a liquid),litu," letua - ńtua, tuā (ńtu, tuū)",1,verb
5887,spread (anoint),letswɛ̄t," lizɔ̄’ - ńtswɛ́t, tswɛ́ttɛ́ (ńzɔ̄’, zɔ̄’á)",1,verb
5889,spread (distribute),legap," ligap - ŋ́gap, gapā (ŋ́gap, gabā)",1,verb
5890,spread (spread),lesaŋte," lisaŋti - ésaŋtē, saŋtɛ̄ (ńsaŋtī, saŋtā)",1,verb
5892,spreading false news,leghi mela - ŋ́ghí méla,ghí méla,1,verb
5893,spurt,litse," letsɛ - ńtsɛ, tsiɛ̄ (ńtse, tseē)",1,verb
5895,sputter,letsokte," litswekti - ńtsoktē, tsoktɛ̄ (ńtswektī, tswektā)",1,verb
5897,spy,ŋganzwe’,njhʉ mezo’,0,noun
5899,squash,lepɔ’,lipɔ’,0,noun
5900,squash that is grown only for seed,ŋkakné,ankaglí,0,noun
5902,squeeze (put),linēk," lenēŋ - ńnéŋ, néŋɛ́ (ńnék, négé)",1,verb
5906,squirrel,kaŋ,,0,noun
5907,stab,lesɔp," lisɔp - ésɔp, sɔpɔ̄ (ńsɔp, sɔbā)",1,verb
5908,stabilize the twins by a special ritual,lileeti," lelɛɛte - údɛ́ɛ́té, lɛ́ɛ́tɛ́ (ńdéétí, léétá)",1,verb
5910,stagger,lefeŋne," lifeŋli - éfeŋnē, feŋnɛ̄ (ńfeŋlī, feŋlā)",1,verb
5912,stain coming out of the habit,ntū,,0,noun
5913,stand on a support,lelʉ’te," lilʉ ’ti - ńdʉ’te, lʉ’tɛ (ńdʉ’tī, lʉ’tā)",1,verb
5914,Stange (barrier),ake,akɛ,0,noun
5916,staple,lipeeti," lepɛɛte - ḿbɛ́ɛ́té, pɛ́ɛ́tɛ́ (ḿbéétí, péétá)",1,verb
5918,star,cɔ’saŋ,zsǝ’saŋ,0,noun
5920,start,lezi," lizi - ńzi, ziī",1,verb
5922,start (home),litshɛ́ ḿmok,letshiɛ́ ḿmōk,0,noun
5924,state (power),mbu’,,0,noun
5925,state (set),lecʉ," licʉ - ńcʉ, cʉʉ̄",1,verb
5927,statue,akeke,akukue,0,noun
5929,stay,atɔ̄,,0,noun
5933,steal,leju," lijʉ - úju, juʉ̄",1,verb
5934,steam,azwɛ́t,,0,noun
5935,steep drop,ku,kuɔ,0,noun
5937,stem,akɔ’li ŋgusáŋ,akɔ’ne ŋgesáŋ,0,noun
5939,step-son,ntshɛ,ntseh,0,noun
5941,stepfather,ntshɛ,ntseh,0,noun
5943,stepmother (and similar),ŋgém,,0,noun
5944,sterile person,ŋkíŋ,,0,noun
5945,sternum,kékʉ́p,kʉ́kʉ́ép,0,noun
5947,sth extraordinary,ndǝnhu,nduɛnu,0,noun
5949,stick (to),linēk," lenēŋ - ńnéŋ, néŋɛ́ (ńnék, négé)",1,verb
5953,sticky,alɔŋ́ŋ,alɔŋɔ́,2,adjective
5955,stiffen,letiŋ," litiŋ́ - útiŋ, tiŋɛ̄ ( ńtiŋ, tiŋ́ā)",1,verb
5959,stifle,lifyɛ̄t," leswɛ̄t - éswɛ́t, swɛ́tɛ́ (ńfyɛ́t, fyɛ́lá)",1,verb
5962,sting,eseŋ,,0,noun
5965,stingy,lekumne," likupli - ŋ́kumnē, kumnɛ̄ (ŋ́kuplī, kuplā)",1,verb
5967,stir,legokne," ligok - ŋ́gókné, góknɛ́ (ŋ́góglí, góglá)",1,verb
5969,stomach,ajhu,ajhue,0,noun
5971,stomach ache,levem lelōo,livem lilúŋŋ,0,noun
5973,stone,tɔ́,,0,noun
5974,stool,aleŋ,,0,noun
5975,stools,afemne,afemli,0,noun
5976,stoop,lefāŋ,lifāŋ,2,adjective
5979,stop,ŋkák,,0,noun
5982,stop growing,letu’ - ńtu’,tu’ɔ,1,verb
5983,store,ntaŋ,ntaŋ / antan,0,noun
5985,storm (wind),fufwɛt,fufwɛt / fefwɛt,0,noun
5987,stormy (desert),ŋgɔŋmenyi,kɔ́ŋɔ́ mekwa’né,0,noun
5990,stormy (lean),aŋaŋá,aŋaŋŋ,2,adjective
5992,stove,akāŋ,,0,noun
5993,straighten,lepʉ’te," lipʉ’ti - ḿbʉ́’té, pʉ́’tɛ́ (ḿbʉ́’tí, pʉ́’tá)",1,verb
5995,strain,leŋaŋ,liŋaŋá,0,noun
5997,strain of raffia,akɔŋ,akɔŋ-ŋkíá,0,noun
5999,strains of raffia,njuŋ,nzoŋ,0,noun
6001,strand of raffia,esāŋ,lisáŋ,0,noun
6003,strangle,lenwɛt," linwɛt - ńnwɛt, nwɛtɛ̄ (ńnwɛt, nwɛlā)",1,verb
6004,straw,epíŋ,,0,noun
6005,stray,lepī," lipi - ḿbí, píí",1,verb
6006,stretch,lekɛɛne - ŋ́kɛɛnē,kɛɛnɛ̄,1,verb
6007,Strigiformes species (owl),ju’,,0,noun
6010,strike,letswā," litswā - ńtswá, tswáá",1,verb
6012,strike (see),lejɔ̄ / lejuɔ̄," lijʉe - újɔ́, jɔ́ɔ́ (ńjúé, júéé)",1,verb
6014,strip (lot),atsékɛ́ ŋ́gyā,atsek-ngya,0,noun
